champ_name,top,jungle,mid,adc,support,build,runes
tristana,,,,"[['Jhin', ""Kai'Sa"", 'Caitlyn', 'Miss Fortune', 'Jinx', 'Lucian', 'Zeri', 'Draven', 'Twitch', 'Vayne', 'Ziggs', 'Xayah', ""Kog'Maw"", 'Sivir', 'Nilah'], ['Ashe'], ['Varus', 'Samira', 'Aphelios']]",,"['Kraken Slayer', 'Navori Flickerblade', 'Infinity Edge']",
tristana,,,"[['Smolder', 'LeBlanc', 'Yone', 'Sylas', 'Yasuo', 'Hwei', 'Katarina', 'Zed', 'Syndra', 'Lissandra', 'Lux', 'Orianna', 'Akali', 'Twisted Fate', 'Xerath', 'Galio', 'Vladimir', 'Kassadin', 'Vex', 'Ryze', 'Viktor', 'Nasus', 'Aurelion Sol', 'Malzahar', 'Talon', 'Zoe', 'Cassiopeia', 'Anivia', 'Akshan', 'Taliyah', 'Naafiri', 'Irelia', 'Diana', 'Ekko', 'Qiyana', 'Fizz', 'Varus', 'Ziggs', 'Zeri', 'Annie', 'Malphite', 'Garen', 'Jayce'], ['Aurora', 'Azir', 'Lucian', 'Brand'], ['Ahri', 'Veigar', ""Vel'Koz""]]",,,"['Kraken Slayer', 'Navori Flickerblade', 'Infinity Edge']",
trundle,,"[[""Kha'Zix"", 'Graves', 'Kayn', 'Udyr', 'Vi'], ['Ekko', 'Jarvan IV'], ['Nocturne', 'Zac', 'Briar', 'Master Yi']]",,,,"['Titanic Hydra', 'Trinity Force', 'Thornmail']",
trundle,,"[[""Kha'Zix"", 'Graves', 'Kayn', 'Udyr', 'Vi'], ['Ekko', 'Jarvan IV'], ['Nocturne', 'Zac', 'Briar', 'Master Yi']]",,,,"['Titanic Hydra', 'Trinity Force', 'Thornmail']",
tryndamere,"[['Camille', 'Darius', 'Volibear', 'Gwen', 'Vladimir', 'Tahm Kench', 'Urgot', 'Shen', 'Warwick', 'Pantheon', 'Kled', 'Poppy', 'Udyr', 'Ryze'], ['Garen', 'Jax', 'Renekton', 'Fiora', 'Riven', 'Yone', 'Yorick', 'Illaoi', 'Gangplank', ""K'Sante"", 'Smolder', 'Dr. Mundo', 'Irelia', 'Sion', 'Gnar', 'Akali', 'Olaf', 'Aurora', 'Wukong', 'Rumble', 'Kennen', 'Yasuo', 'Quinn', 'Singed', 'Sylas', 'Zed', 'Varus', 'Cassiopeia', 'Heimerdinger'], ['Aatrox', 'Nasus', 'Mordekaiser', 'Jayce', 'Gragas', 'Teemo', ""Cho'Gath"", 'Kayle', 'Vayne']]",,,,,"['Ravenous Hydra', 'Phantom Dancer', 'Infinity Edge']",
twistedfate,,,"[['Galio', 'Fizz', 'Vladimir', 'Naafiri', 'Anivia', 'Taliyah', 'Quinn', 'Malphite', 'Nunu & Willump', 'Gragas', 'Kayle'], ['Sylas', 'Yone', 'Smolder', 'Hwei', 'Ahri', 'Akali', 'Lux', 'Malzahar', 'Azir', 'Veigar', 'Zoe', 'Qiyana', 'Ziggs', 'Corki', 'Akshan', 'Tristana', 'Lucian', 'Annie', 'Varus', 'Garen', 'Zeri', 'Pantheon', 'Rumble'], ['LeBlanc', 'Katarina', 'Aurora', 'Syndra', 'Orianna', 'Xerath', 'Talon', 'Ryze', 'Aurelion Sol', 'Viktor', 'Vex', 'Kassadin', 'Brand', 'Jayce', 'Kennen', 'Neeko']]",,,"['Rod of Ages', 'Lich Bane', 'Rapid Firecannon']",
twistedfate,"[['Garen', 'Jax', 'Mordekaiser', ""K'Sante"", 'Irelia', 'Renekton'], ['Nasus', 'Darius', 'Sett', 'Smolder', 'Yone'], ['Aatrox', 'Jayce', 'Camille']]",,,,,"['Rod of Ages', 'Lich Bane', 'Rapid Firecannon']",
twitch,,,,"[['Nilah', 'Seraphine', 'Brand'], ['Smolder', 'Ezreal', 'Jinx', 'Varus', 'Zeri', 'Aphelios', 'Vayne', 'Xayah', 'Sivir', 'Kalista', 'Tristana', 'Swain'], ['Jhin', 'Miss Fortune', 'Caitlyn', 'Lucian', 'Ashe', 'Draven', 'Ziggs']]",,"['Blade of The Ruined King', ""Runaan's Hurricane"", 'Infinity Edge']",
twitch,,"[[], [], []]",,,,"['Blade of The Ruined King', ""Runaan's Hurricane"", 'Infinity Edge']",
udyr,,"[['Amumu', 'Ekko', 'Nunu & Willump', 'Sylas', 'Morgana'], ['Hecarim', 'Graves', 'Jarvan IV', 'Nocturne', 'Diana', 'Vi', 'Shyvana', 'Kindred', 'Nidalee', 'Warwick', 'Rengar', 'Sejuani', 'Fiddlesticks', 'Wukong', 'Xin Zhao', 'Evelynn', 'Gwen', 'Skarner', 'Karthus', 'Zed', 'Elise', 'Talon', ""Rek'Sai"", 'Rammus', 'Maokai', 'Zyra', 'Jax', 'Qiyana', 'Poppy'], ['Lee Sin', 'Lillia', ""Kha'Zix"", 'Viego', 'Shaco', 'Volibear', 'Brand', 'Master Yi', ""Bel'Veth"", 'Gragas', 'Ivern']]",,,,"[""Liandry's Torment"", ""Dead Man's Plate"", ""Jak'Sho, The Protean""]",
urgot,"[['Sett', 'Fiora', 'Illaoi', 'Tahm Kench', 'Shen', 'Kled', 'Vayne', 'Zac', 'Cassiopeia'], ['Aatrox', 'Darius', 'Nasus', 'Renekton', 'Mordekaiser', 'Camille', 'Volibear', 'Yone', 'Riven', ""K'Sante"", 'Smolder', 'Jax', 'Gwen', 'Tryndamere', 'Sion', 'Pantheon', 'Rumble', 'Teemo', 'Poppy', 'Yasuo', 'Akali', 'Singed', 'Trundle', 'Sylas'], ['Ornn', 'Gnar', 'Jayce', 'Dr. Mundo', 'Irelia', 'Vladimir', 'Wukong', 'Aurora', 'Kennen', ""Cho'Gath"", 'Quinn', 'Udyr', 'Varus', 'Zed', 'Heimerdinger']]",,,,,"['Black Cleaver', ""Sterak's Gage"", ""Jak'Sho, The Protean""]",
varus,,,,"[['Jhin', 'Miss Fortune', 'Draven', 'Ziggs', 'Twitch', 'Seraphine', 'Yasuo', 'Swain'], ['Aphelios', 'Xayah', 'Nilah'], ['Ezreal', 'Caitlyn', 'Smolder', 'Zeri', 'Samira', 'Vayne', 'Kalista', 'Tristana']]",,"['Blade of The Ruined King', ""Guinsoo's Rageblade"", 'Terminus']",
vayne,,,,"[['Jhin', 'Miss Fortune', 'Lucian', 'Samira', 'Twitch', ""Kog'Maw"", 'Nilah', 'Seraphine', 'Swain'], ['Ezreal', 'Aphelios', 'Xayah', 'Ziggs', 'Kalista', 'Tristana', 'Yasuo'], ['Caitlyn', 'Jinx', 'Varus', 'Ashe', 'Zeri', 'Draven', 'Sivir', 'Brand']]",,"['Blade of The Ruined King', ""Guinsoo's Rageblade"", 'Terminus']",
vayne,"[['Nasus', 'Malphite', 'Dr. Mundo', 'Jax', 'Teemo', 'Jayce', 'Gnar', 'Irelia', 'Sion', 'Tryndamere', ""Cho'Gath"", 'Yorick', 'Aurora', 'Warwick', 'Vladimir', 'Quinn', 'Gangplank', 'Yasuo', 'Rumble', 'Pantheon', 'Kled', 'Wukong', 'Zac', 'Sylas'], ['Mordekaiser', 'Sett', 'Renekton', ""K'Sante"", 'Ornn', 'Fiora', 'Yone', 'Tahm Kench', 'Urgot', 'Gragas', 'Gwen', 'Varus', 'Akali', 'Poppy'], ['Aatrox', 'Garen', 'Illaoi', 'Smolder', 'Camille', 'Riven', 'Olaf', 'Kennen', 'Shen', 'Kayle', 'Ryze', 'Singed']]",,,,,"['Blade of The Ruined King', ""Guinsoo's Rageblade"", 'Terminus']",
veigar,,,"[['Zed', 'Ahri', 'Hwei', 'Xerath', 'Twisted Fate', 'Aurelion Sol', 'Diana', 'Galio', 'Irelia', 'Zoe', 'Qiyana', 'Talon', 'Cassiopeia', 'Garen', 'Varus', 'Kennen', 'Neeko', 'Rumble'], ['Smolder', 'Yone', 'Lissandra', 'LeBlanc', 'Fizz', 'Vex', 'Vladimir', 'Akali', 'Azir', 'Ziggs', 'Brand', 'Corki', 'Akshan', 'Lucian', ""Vel'Koz"", 'Jayce', 'Zeri', 'Swain', 'Malphite', 'Kayle', 'Gragas'], ['Katarina', 'Sylas', 'Yasuo', 'Syndra', 'Aurora', 'Orianna', 'Malzahar', 'Viktor', 'Ryze', 'Nasus', 'Anivia', 'Naafiri', 'Annie', 'Quinn', 'Pantheon']]",,,"['Tear of the Goddess', 'Rod of Ages', ""Seraph's Embrace"", ""Rabadon's Deathcap""]",
velkoz,,,"[['Zed', 'Syndra', 'Ahri', 'LeBlanc', 'Lissandra', 'Ryze', 'Viktor', 'Veigar', 'Aurelion Sol', 'Kassadin', 'Ekko', 'Zoe', 'Irelia', 'Naafiri', 'Qiyana'], ['Hwei', 'Smolder', 'Yasuo', 'Aurora', 'Lux', 'Xerath', 'Malzahar', 'Akali', 'Orianna', 'Vladimir', 'Anivia', 'Nasus', 'Ziggs', 'Corki', 'Garen', 'Annie'], ['Fizz', 'Azir', 'Twisted Fate', 'Diana', 'Talon', 'Galio', 'Vex', 'Cassiopeia', 'Akshan', 'Tristana']]",,,"[""Luden's Companion"", 'Shadowflame', ""Rabadon's Deathcap""]",
velkoz,,,,,"[['Leona', 'Milio', 'Pyke', 'Sona', 'Swain', 'Pantheon', 'Camille', 'LeBlanc', 'Amumu', 'Zoe'], ['Lux', 'Blitzcrank', 'Seraphine', 'Braum', 'Rakan', 'Rell', 'Bard', 'Zyra', 'Zilean', 'Hwei', 'Ashe', 'Renata Glasc'], ['Thresh', 'Lulu', 'Yuumi', 'Soraka', 'Janna', 'Alistar', 'Morgana', 'Maokai', 'Tahm Kench', 'Taric', 'Zac']]","[""Luden's Companion"", ""Liandry's Torment"", 'Shadowflame']",
vex,,,"[['Orianna', 'Veigar', 'Aurelion Sol', 'Qiyana', 'Anivia', 'Naafiri', 'Ekko', 'Cassiopeia', 'Garen', 'Annie', 'Neeko', 'Rumble'], ['LeBlanc', 'Yasuo', 'Yone', 'Zed', 'Sylas', 'Ahri', 'Smolder', 'Akali', 'Irelia', 'Diana', 'Azir', 'Nasus', 'Kassadin', 'Akshan', 'Corki', 'Tristana', 'Brand', 'Lucian', 'Varus', 'Pantheon', 'Zeri', 'Kennen', 'Quinn', 'Swain', 'Kayle', 'Gragas', 'Malphite'], ['Katarina', 'Hwei', 'Lissandra', 'Lux', 'Talon', 'Vladimir', 'Ryze', 'Fizz', 'Galio', 'Malzahar', 'Zoe', 'Ziggs', 'Jayce']]",,,"[""Luden's Companion"", 'Shadowflame', ""Zhonya's Hourglass""]",
vi,,"[['Lillia', 'Amumu', 'Nocturne', 'Jarvan IV', 'Diana', 'Ekko', 'Sejuani', 'Udyr', 'Zac', 'Volibear', 'Elise', 'Taliyah', 'Evelynn', 'Talon', 'Skarner', 'Zed', ""Rek'Sai"", 'Rammus', 'Gwen', 'Qiyana'], ['Master Yi', 'Warwick', 'Gragas', 'Karthus', 'Maokai', 'Morgana'], ['Lee Sin', 'Graves', 'Nidalee', 'Kayn', 'Shaco', 'Briar', 'Shyvana', 'Brand', ""Bel'Veth"", 'Ivern', 'Zyra']]",,,,"['Sundered Sky', 'Black Cleaver', ""Sterak's Gage""]",
viego,,"[[""Kha'Zix"", 'Amumu', 'Briar', ""Bel'Veth"", 'Gragas', 'Talon', 'Gwen', 'Rammus', 'Qiyana'], ['Kayn', 'Diana', 'Shyvana', 'Sejuani', 'Brand', 'Sylas', 'Zed', 'Zyra', 'Jax'], ['Lillia', 'Graves', 'Vi', 'Jarvan IV', 'Hecarim', 'Kindred', 'Master Yi', 'Zac', 'Volibear', 'Nunu & Willump', 'Fiddlesticks', 'Wukong', 'Karthus', 'Taliyah', 'Morgana']]",,,,"['Kraken Slayer', 'Sundered Sky', ""Sterak's Gage""]",
viktor,,,"[['Sylas', 'Aurora', 'Xerath', 'Akali', 'Aurelion Sol', 'Anivia', 'Zoe', 'Ekko', 'Talon', 'Naafiri', 'Akshan', 'Garen', 'Annie', 'Jayce', 'Gragas', 'Neeko', 'Nunu & Willump'], ['Smolder', 'LeBlanc', 'Yasuo', 'Lissandra', 'Ahri', 'Katarina', 'Orianna', 'Nasus', 'Azir', 'Diana', 'Cassiopeia', 'Brand', 'Qiyana', 'Tristana', 'Lucian', ""Vel'Koz"", 'Varus', 'Quinn', 'Kennen', 'Zeri', 'Pantheon', 'Rumble'], ['Syndra', 'Zed', 'Lux', 'Veigar', 'Vladimir', 'Ryze', 'Vex', 'Irelia', 'Kassadin', 'Corki', 'Ziggs']]",,,"[""Luden's Companion"", 'Lich Bane', ""Rabadon's Deathcap""]",
vladimir,"[['Nasus', 'Mordekaiser', 'Fiora', 'Yorick', 'Gragas', ""Cho'Gath"", 'Sion', 'Tahm Kench', 'Quinn', 'Olaf', 'Udyr', 'Zed', 'Heimerdinger'], ['Riven', 'Yone', 'Jax', 'Jayce', 'Irelia', 'Gangplank', 'Smolder', 'Gwen', 'Tryndamere', 'Malphite', 'Illaoi', ""K'Sante"", 'Aurora', 'Shen', 'Rumble', 'Wukong', 'Akali', 'Zac', 'Trundle', 'Cassiopeia', 'Varus', 'Vayne'], ['Aatrox', 'Garen', 'Renekton', 'Sett', 'Volibear', 'Ornn', 'Dr. Mundo', 'Kennen', 'Teemo', 'Pantheon', 'Urgot', 'Kayle', 'Kled', 'Yasuo', 'Warwick', 'Sylas', 'Singed']]",,,,,"['Cosmic Drive', ""Rabadon's Deathcap"", 'Stormsurge']",
vladimir,,,"[['Malzahar', 'Lux', 'Orianna', 'Ryze', 'Aurelion Sol', 'Veigar', 'Xerath', 'Anivia', 'Zoe', 'Cassiopeia', 'Annie', ""Vel'Koz"", 'Pantheon', 'Quinn', 'Gragas', 'Rumble', 'Neeko'], ['Yasuo', 'Katarina', 'Smolder', 'LeBlanc', 'Aurora', 'Fizz', 'Nasus', 'Irelia', 'Twisted Fate', 'Azir', 'Ekko', 'Qiyana', 'Corki', 'Ziggs', 'Lucian', 'Tristana', 'Jayce', 'Malphite', 'Zeri', 'Nunu & Willump'], ['Zed', 'Yone', 'Ahri', 'Akali', 'Kassadin', 'Vex', 'Diana', 'Talon', 'Garen', 'Taliyah', 'Varus', 'Swain', 'Kennen', 'Renekton']]",,,"['Cosmic Drive', ""Rabadon's Deathcap"", 'Stormsurge']",
volibear,"[['Jax', 'Urgot', ""Cho'Gath"", 'Teemo', 'Poppy', 'Quinn', 'Ryze', 'Udyr', 'Varus', 'Heimerdinger', 'Cassiopeia'], ['Darius', 'Sett', 'Riven', 'Ornn', 'Tryndamere', 'Smolder', 'Irelia', 'Yorick', 'Tahm Kench', 'Sion', 'Rumble', 'Wukong', 'Trundle', 'Zac', 'Singed', 'Sylas'], ['Mordekaiser', 'Renekton', 'Camille', 'Illaoi', 'Yone', 'Gwen', 'Fiora', ""K'Sante"", 'Gnar', 'Dr. Mundo', 'Gangplank', 'Jayce', 'Olaf', 'Pantheon', 'Gragas', 'Vladimir', 'Warwick', 'Shen', 'Akali', 'Yasuo', 'Vayne', 'Zed']]",,,,,"['Rod of Ages', 'Navori Flickerblade', 'Spirit Visage']",
volibear,,"[['Ekko', 'Master Yi', 'Elise', 'Karthus', 'Qiyana', 'Morgana', 'Poppy'], ['Lee Sin', 'Vi', 'Diana', 'Kindred', 'Zac', 'Xin Zhao', 'Fiddlesticks', 'Brand', 'Nunu & Willump', ""Bel'Veth"", 'Evelynn', 'Wukong', 'Zed', 'Gwen', 'Gragas', 'Talon', 'Ivern', 'Skarner', 'Rammus', 'Sylas', 'Jax', 'Maokai'], ['Viego', ""Kha'Zix"", 'Hecarim', 'Graves', 'Nocturne', 'Briar', 'Shaco', 'Shyvana', 'Nidalee', 'Rengar', 'Sejuani', ""Rek'Sai"", 'Zyra']]",,,,"['Rod of Ages', 'Navori Flickerblade', 'Spirit Visage']",
warwick,,"[['Lillia', 'Amumu', 'Vi', 'Shaco', 'Udyr', 'Brand', 'Rammus', 'Taliyah'], ['Lee Sin', 'Graves', 'Kayn', 'Jarvan IV', 'Diana', 'Briar', 'Kindred', 'Fiddlesticks', 'Rengar', 'Evelynn', 'Sejuani', 'Wukong', ""Bel'Veth"", 'Elise', 'Sylas', 'Zed', 'Ivern', 'Talon', 'Maokai', 'Jax', 'Poppy', 'Qiyana'], ['Viego', 'Hecarim', 'Nocturne', 'Nidalee', 'Shyvana', 'Volibear', 'Master Yi', 'Zac', 'Nunu & Willump', 'Gragas', 'Gwen', 'Morgana', 'Zyra']]",,,,"['Titanic Hydra', 'Blade of The Ruined King', 'Thornmail']",
monkeyking,"[['Garen', 'Mordekaiser', 'Malphite', 'Volibear', 'Illaoi', 'Yorick', 'Gragas', 'Shen', 'Vladimir', 'Tryndamere', 'Sion', 'Rumble', 'Aurora', ""Cho'Gath"", 'Warwick', 'Olaf', 'Teemo', 'Zac', 'Quinn', 'Zed', 'Cassiopeia', 'Heimerdinger'], ['Darius', 'Nasus', 'Jax', 'Jayce', 'Yone', ""K'Sante"", 'Smolder', 'Irelia', 'Dr. Mundo', 'Kennen', 'Tahm Kench', 'Kled', 'Trundle', 'Varus', 'Ryze', 'Sylas', 'Vayne', 'Udyr'], ['Aatrox', 'Sett', 'Fiora', 'Riven', 'Gwen', 'Urgot', 'Poppy', 'Akali', 'Yasuo', 'Singed']]",,,,,"['Trinity Force', 'Profane Hydra', 'Black Cleaver']",
monkeyking,,"[['Amumu', 'Nocturne', 'Udyr', 'Shyvana', 'Sejuani', 'Xin Zhao', 'Volibear', 'Warwick', 'Fiddlesticks', 'Karthus', 'Taliyah', 'Gwen', 'Jax', 'Zyra', 'Poppy'], ['Shaco', 'Master Yi', 'Nidalee', ""Bel'Veth"", 'Zac', 'Rengar', 'Gragas', 'Brand', 'Elise', 'Sylas', 'Rammus', 'Ivern', 'Maokai', 'Morgana'], ['Lee Sin', 'Kayn', 'Vi', 'Hecarim', 'Briar', 'Kindred', 'Nunu & Willump', 'Talon', 'Qiyana']]",,,,"['Trinity Force', 'Sundered Sky', 'Black Cleaver']",
xayah,,,,"[['Jhin', 'Varus', 'Zeri', 'Draven', 'Vayne', 'Twitch', 'Kalista', 'Seraphine', 'Swain'], ['Samira', 'Tristana', 'Yasuo'], [""Kai'Sa"", 'Lucian', 'Ashe', 'Aphelios', 'Ziggs', 'Sivir', ""Kog'Maw""]]",,"['Essence Reaver', 'Navori Flickerblade', 'Infinity Edge']",
xerath,,,"[['Ahri', 'Sylas', 'Akali', 'Fizz', 'Zoe', 'Naafiri', 'Ekko', 'Kassadin', 'Diana', 'Qiyana', ""Vel'Koz"", 'Annie', 'Neeko', 'Quinn'], ['Smolder', 'Yasuo', 'Veigar', 'Azir', 'Viktor', 'Malzahar', 'Vladimir', 'Corki', 'Tristana', 'Lucian', 'Zeri', 'Varus', 'Pantheon', 'Kennen', 'Gragas', 'Swain'], ['Hwei', 'Syndra', 'Lissandra', 'Katarina', 'Twisted Fate', 'Vex', 'Anivia', 'Ziggs', 'Aurelion Sol', 'Ryze', 'Nasus', 'Talon', 'Taliyah', 'Garen', 'Akshan', 'Jayce', 'Malphite']]",,,"[""Luden's Companion"", 'Horizon Focus', ""Rabadon's Deathcap""]",
xerath,,,,,"[['Senna', 'Nami', 'Yuumi', 'Milio', 'Soraka', 'Poppy', 'Shaco', 'Maokai', 'Sona', 'Pantheon', 'Tahm Kench', 'Camille', 'Zoe'], ['Lux', 'Seraphine', 'Alistar', 'Morgana', 'Janna', 'Brand', 'Hwei', 'Swain', 'Ashe', 'Zac', 'Taric', 'Renata Glasc', 'Fiddlesticks'], ['Thresh', 'Nautilus', 'Karma', 'Blitzcrank', 'Leona', 'Pyke', 'Braum', 'Rell', 'Rakan', ""Vel'Koz""]]","[""Luden's Companion"", 'Horizon Focus', 'Morellonomicon']",
xinzhao,,"[['Master Yi', 'Udyr', 'Volibear', 'Zac', 'Brand', ""Bel'Veth"", 'Jax'], ['Lillia', 'Graves', 'Hecarim', 'Kindred', 'Diana', 'Ekko', 'Shaco', 'Briar', 'Shyvana', 'Fiddlesticks', 'Sejuani', 'Nunu & Willump', 'Wukong', 'Evelynn', 'Gragas', 'Talon', 'Sylas', 'Taliyah', 'Rammus', 'Zed', 'Gwen', 'Skarner', 'Qiyana', 'Poppy', 'Zyra', 'Morgana'], ['Lee Sin', 'Viego', ""Kha'Zix"", 'Vi', 'Jarvan IV', 'Nidalee', 'Kayn', 'Warwick', 'Rengar', 'Karthus', ""Rek'Sai"", 'Maokai']]",,,,"['Eclipse', 'Sundered Sky', ""Sterak's Gage""]",
yasuo,"[['Nasus', 'Garen', 'Darius', 'Yone', 'Sett', 'Camille', 'Mordekaiser', 'Jayce', 'Malphite', 'Fiora', 'Irelia', 'Riven', 'Illaoi', 'Ornn', 'Tryndamere', 'Urgot', 'Shen', 'Sion', 'Pantheon', ""Cho'Gath"", 'Kled', 'Sylas', 'Rumble', 'Quinn', 'Olaf', 'Singed', 'Warwick', 'Cassiopeia'], ['Smolder', 'Jax', 'Gnar', 'Aurora', 'Gragas', 'Kennen', 'Teemo', 'Tahm Kench', 'Varus', 'Kayle', 'Ryze', 'Vayne', 'Heimerdinger'], ['Yorick', 'Volibear', 'Gwen', ""K'Sante"", 'Gangplank', 'Zed']]",,,,,"['Blade of The Ruined King', 'Immortal Shieldbow', 'Infinity Edge']",
yasuo,,,"[['Yone', 'Lissandra', 'Aurora', 'Vladimir', 'Vex', 'Orianna', 'Azir', 'Malzahar', 'Lux', 'Aurelion Sol', 'Renekton', 'Nasus', 'Garen', 'Xerath', 'Galio', 'Ryze', 'Viktor', 'Anivia', 'Pantheon', 'Kassadin', 'Taliyah', 'Annie', 'Brand', 'Malphite', ""Vel'Koz"", 'Swain', 'Kennen', 'Gragas', 'Rumble', 'Quinn'], ['Katarina', 'Smolder', 'Diana', 'Corki', 'Lucian', 'Ziggs', 'Jayce', 'Tristana', 'Zeri', 'Varus', 'Neeko'], ['Zed', 'LeBlanc', 'Ahri', 'Fizz', 'Talon', 'Twisted Fate', 'Ekko', 'Naafiri', 'Cassiopeia', 'Akshan', 'Kayle']]",,,"['Blade of The Ruined King', 'Immortal Shieldbow', 'Infinity Edge']",
yone,"[['Renekton', 'Darius', 'Camille', 'Sett', 'Jax', 'Fiora', 'Malphite', 'Volibear', 'Ornn', 'Riven', 'Irelia', 'Gwen', 'Vladimir', 'Illaoi', 'Tryndamere', 'Rumble', 'Urgot', 'Kennen', 'Wukong', 'Shen', 'Kled', 'Warwick', 'Zac', 'Olaf', 'Zed', 'Singed', 'Trundle', 'Vayne', 'Udyr', 'Heimerdinger'], ['Mordekaiser', 'Smolder', 'Sion', 'Yasuo', 'Pantheon', ""Cho'Gath"", 'Ryze', 'Varus'], [""K'Sante"", 'Dr. Mundo', 'Yorick', 'Gangplank', 'Aurora', 'Kayle', 'Teemo', 'Sylas', 'Cassiopeia']]",,,,,"['Blade of The Ruined King', 'Immortal Shieldbow', 'Infinity Edge']",
yone,,,"[['Sylas', 'Akali', 'Lissandra', 'Aurora', 'Syndra', 'Vex', 'Azir', 'Twisted Fate', 'Diana', 'Veigar', 'Anivia', 'Qiyana', 'Jayce', 'Akshan', 'Annie', 'Pantheon', 'Neeko', 'Quinn', 'Nunu & Willump', 'Rumble', 'Kayle'], ['Yasuo', 'Smolder', 'Lux', 'Nasus', 'Aurelion Sol', 'Corki', 'Naafiri', 'Lucian', 'Tristana', 'Brand', 'Zeri', 'Varus', 'Malphite', 'Gragas'], ['Vladimir', 'Ryze', 'Talon', 'Xerath', 'Viktor', 'Fizz', 'Ekko', 'Kassadin', 'Taliyah', 'Renekton', ""Vel'Koz"", 'Swain']]",,,"['Blade of The Ruined King', 'Immortal Shieldbow', 'Infinity Edge']",
yorick,"[['Sett', 'Irelia', 'Volibear', 'Camille', 'Fiora', 'Gwen', 'Tryndamere', 'Kennen', 'Shen', 'Aurora', 'Warwick', 'Zac', 'Quinn', 'Akali', 'Olaf', 'Cassiopeia'], ['Darius', 'Smolder', 'Illaoi', 'Jayce', 'Dr. Mundo', ""K'Sante"", 'Vladimir', 'Gnar', 'Malphite', 'Teemo', 'Wukong', 'Tahm Kench', 'Kayle', 'Rumble', 'Pantheon', 'Poppy', 'Singed', 'Varus', 'Vayne', 'Ryze'], ['Aatrox', 'Garen', 'Mordekaiser', 'Renekton', 'Yone', 'Jax', 'Ornn', 'Sion', 'Urgot', 'Gragas', 'Kled', 'Sylas', 'Udyr']]",,,,,"['Profane Hydra', ""Serylda's Grudge"", 'Opportunity']",
yuumi,,,,,"[['Senna', 'Thresh', 'Lulu', 'Leona', 'Pyke', 'Rell', 'Alistar', 'Rakan', 'Poppy', 'Janna', 'Sona', 'Pantheon', 'Taric', 'Camille', 'LeBlanc', 'Fiddlesticks', 'Zoe'], ['Lux', 'Seraphine', 'Xerath', 'Soraka', 'Brand', 'Neeko', 'Hwei', 'Shen'], ['Karma', 'Blitzcrank', 'Bard', 'Zyra', 'Morgana', ""Vel'Koz"", 'Tahm Kench', 'Ashe', 'Zac', 'Renata Glasc']]","['Moonstone Renewer', ""Mikael's Blessing"", 'Ardent Censer']",
zac,,"[['Lillia', 'Amumu', 'Hecarim', 'Volibear', 'Briar', 'Fiddlesticks', 'Rengar', 'Karthus', 'Wukong', 'Taliyah', 'Gwen', 'Talon', 'Poppy', 'Morgana'], ['Graves', 'Vi', 'Kindred', 'Sejuani', 'Nunu & Willump', 'Xin Zhao', 'Evelynn', 'Sylas', 'Ivern', ""Rek'Sai"", 'Skarner', 'Zed', 'Maokai', 'Qiyana', 'Zyra', 'Jax'], ['Lee Sin', 'Viego', ""Kha'Zix"", 'Jarvan IV', 'Nidalee', 'Diana', 'Nocturne', 'Udyr', 'Shyvana', 'Master Yi', 'Brand', 'Gragas', 'Elise', 'Rammus']]",,,,"['Sunfire Aegis', 'Spirit Visage', 'Thornmail']",
zac,,,,,"[['Nautilus', 'Nami', 'Alistar', 'Karma', 'Poppy', 'Seraphine', 'Xerath', 'Lux', 'Milio', 'Morgana', 'Zyra'], ['Lulu', 'Braum', 'Soraka', 'Neeko', 'Pantheon'], ['Senna', 'Leona', 'Pyke', 'Blitzcrank', 'Janna', 'Rakan', 'Maokai', 'Shaco']]","['Sunfire Aegis', 'Thornmail', 'Spirit Visage']",
zac,"[['Aatrox', 'Mordekaiser', 'Volibear', 'Riven', 'Vladimir', 'Sion', 'Poppy', ""Cho'Gath"", 'Aurora', 'Kled', 'Pantheon', 'Warwick', 'Rumble', 'Varus', 'Teemo', 'Ryze', 'Udyr', 'Cassiopeia'], ['Nasus', 'Camille', 'Garen', 'Sett', 'Renekton', 'Yone', 'Smolder', ""K'Sante"", 'Gangplank', 'Jax', 'Gnar', 'Dr. Mundo', 'Yorick', 'Gragas', 'Kennen', 'Wukong', 'Tryndamere', 'Malphite', 'Urgot', 'Irelia', 'Olaf', 'Quinn', 'Kayle', 'Akali', 'Trundle', 'Vayne', 'Sylas'], ['Darius', 'Fiora', 'Illaoi', 'Ornn', 'Jayce', 'Shen', 'Yasuo', 'Singed']]",,,,,"['Sunfire Aegis', 'Thornmail', 'Spirit Visage']",
